CID,SMILES
BENZO_247,CN(C)c1ccc(C(Cc2cccc(Cl)c2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_248,CN(C)c1ccc(C(Cc2ccoc2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_249,CN(C)c1ccc(C(Cc2ccn(C)c2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_250,CCC(=O)Nc1ccc(C(Cc2ccsc2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_251,CCC(=O)Nc1ccc(C(Cc2ccccc2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_252,CCC(=O)Nc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_253,CCC(=O)Nc1ccc(C(Cc2ccoc2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_254,CCC(=O)Nc1ccc(C(Cc2ccn(C)c2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_255,O=C(Nn1cnc2ccccc21)C(Cc1ccsc1)c1ccc(N2CCCCC2)cc1
BENZO_256,O=C(Nn1cnc2ccccc21)C(Cc1ccccc1)c1ccc(N2CCCCC2)cc1
BENZO_257,O=C(Nn1cnc2ccccc21)C(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1
BENZO_258,O=C(Nn1cnc2ccccc21)C(Cc1ccoc1)c1ccc(N2CCCCC2)cc1
BENZO_259,Cn1ccc(CC(C(=O)Nn2cnc3ccccc32)c2ccc(N3CCCCC3)cc2)c1
BENZO_260,Cc1ccc(C(Cc2ccsc2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_261,Cc1ccc(C(Cc2ccccc2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_262,Cc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_263,Cc1ccc(C(Cc2ccoc2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_264,Cc1ccc(C(Cc2ccn(C)c2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_265,COc1ccc(C(Cc2ccsc2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_266,COc1ccc(C(Cc2ccccc2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_267,COc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_268,COc1ccc(C(Cc2ccoc2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_269,COc1ccc(C(Cc2ccn(C)c2)C(=O)Nn2cnc3ccccc32)cc1
BENZO_270,O=C(Nn1cnc2ccccc21)C(Cc1ccsc1)c1ccc(N2CCCCC2=O)cc1
BENZO_271,O=C(Nn1cnc2ccccc21)C(Cc1ccccc1)c1ccc(N2CCCCC2=O)cc1
BENZO_272,O=C(Nn1cnc2ccccc21)C(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2=O)cc1
BENZO_273,O=C(Nn1cnc2ccccc21)C(Cc1ccoc1)c1ccc(N2CCCCC2=O)cc1
BENZO_274,Cn1ccc(CC(C(=O)Nn2cnc3ccccc32)c2ccc(N3CCCCC3=O)cc2)c1
BENZO_275,O=C(Nn1cnc2ccccc21)C(Cc1ccsc1)c1ccc(N2CCOCC2)cc1
BENZO_276,O=C(Nn1cnc2ccccc21)C(Cc1ccccc1)c1ccc(N2CCOCC2)cc1
BENZO_277,O=C(Nn1cnc2ccccc21)C(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1
BENZO_278,O=C(Nn1cnc2ccccc21)C(Cc1ccoc1)c1ccc(N2CCOCC2)cc1
BENZO_279,Cn1ccc(CC(C(=O)Nn2cnc3ccccc32)c2ccc(N3CCOCC3)cc2)c1
BENZO_280,CN(C)c1ccc(C(Cc2ccsc2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_281,CN(C)c1ccc(C(Cc2ccccc2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_282,CN(C)c1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_283,CN(C)c1ccc(C(Cc2ccoc2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_284,CN(C)c1ccc(C(Cc2ccn(C)c2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_285,CCC(=O)Nc1ccc(C(Cc2ccsc2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_286,CCC(=O)Nc1ccc(C(Cc2ccccc2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_287,CCC(=O)Nc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_288,CCC(=O)Nc1ccc(C(Cc2ccoc2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_289,CCC(=O)Nc1ccc(C(Cc2ccn(C)c2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_290,O=C(Nc1n[nH]c2ccccc12)C(Cc1ccsc1)c1ccc(N2CCCCC2)cc1
BENZO_291,O=C(Nc1n[nH]c2ccccc12)C(Cc1ccccc1)c1ccc(N2CCCCC2)cc1
BENZO_292,O=C(Nc1n[nH]c2ccccc12)C(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1
BENZO_293,O=C(Nc1n[nH]c2ccccc12)C(Cc1ccoc1)c1ccc(N2CCCCC2)cc1
BENZO_294,Cn1ccc(CC(C(=O)Nc2n[nH]c3ccccc23)c2ccc(N3CCCCC3)cc2)c1
BENZO_295,Cc1ccc(C(Cc2ccsc2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_296,Cc1ccc(C(Cc2ccccc2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_297,Cc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_298,Cc1ccc(C(Cc2ccoc2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_299,Cc1ccc(C(Cc2ccn(C)c2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_300,COc1ccc(C(Cc2ccsc2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_301,COc1ccc(C(Cc2ccccc2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_302,COc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_303,COc1ccc(C(Cc2ccoc2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_304,COc1ccc(C(Cc2ccn(C)c2)C(=O)Nc2n[nH]c3ccccc23)cc1
BENZO_305,O=C(Nc1n[nH]c2ccccc12)C(Cc1ccsc1)c1ccc(N2CCCCC2=O)cc1
BENZO_306,O=C(Nc1n[nH]c2ccccc12)C(Cc1ccccc1)c1ccc(N2CCCCC2=O)cc1
BENZO_307,O=C(Nc1n[nH]c2ccccc12)C(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2=O)cc1
BENZO_308,O=C(Nc1n[nH]c2ccccc12)C(Cc1ccoc1)c1ccc(N2CCCCC2=O)cc1
BENZO_309,Cn1ccc(CC(C(=O)Nc2n[nH]c3ccccc23)c2ccc(N3CCCCC3=O)cc2)c1
BENZO_310,O=C(Nc1n[nH]c2ccccc12)C(Cc1ccsc1)c1ccc(N2CCOCC2)cc1
BENZO_311,O=C(Nc1n[nH]c2ccccc12)C(Cc1ccccc1)c1ccc(N2CCOCC2)cc1
BENZO_312,O=C(Nc1n[nH]c2ccccc12)C(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1
BENZO_313,O=C(Nc1n[nH]c2ccccc12)C(Cc1ccoc1)c1ccc(N2CCOCC2)cc1
BENZO_314,Cn1ccc(CC(C(=O)Nc2n[nH]c3ccccc23)c2ccc(N3CCOCC3)cc2)c1
BENZO_315,CN(C)c1ccc(C(Cc2ccsc2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_316,CN(C)c1ccc(C(Cc2ccccc2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_317,CN(C)c1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_318,CN(C)c1ccc(C(Cc2ccoc2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_319,CN(C)c1ccc(C(Cc2ccn(C)c2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_320,CCC(=O)Nc1ccc(C(Cc2ccsc2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_321,CCC(=O)Nc1ccc(C(Cc2ccccc2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_322,CCC(=O)Nc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_323,CCC(=O)Nc1ccc(C(Cc2ccoc2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_324,CCC(=O)Nc1ccc(C(Cc2ccn(C)c2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_325,O=C(Nc1nnn2ccccc12)C(Cc1ccsc1)c1ccc(N2CCCCC2)cc1
BENZO_326,O=C(Nc1nnn2ccccc12)C(Cc1ccccc1)c1ccc(N2CCCCC2)cc1
BENZO_327,O=C(Nc1nnn2ccccc12)C(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1
BENZO_328,O=C(Nc1nnn2ccccc12)C(Cc1ccoc1)c1ccc(N2CCCCC2)cc1
BENZO_329,Cn1ccc(CC(C(=O)Nc2nnn3ccccc23)c2ccc(N3CCCCC3)cc2)c1
BENZO_330,Cc1ccc(C(Cc2ccsc2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_331,Cc1ccc(C(Cc2ccccc2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_332,Cc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_333,Cc1ccc(C(Cc2ccoc2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_334,Cc1ccc(C(Cc2ccn(C)c2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_335,COc1ccc(C(Cc2ccsc2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_336,COc1ccc(C(Cc2ccccc2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_337,COc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_338,COc1ccc(C(Cc2ccoc2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_339,COc1ccc(C(Cc2ccn(C)c2)C(=O)Nc2nnn3ccccc23)cc1
BENZO_340,O=C(Nc1nnn2ccccc12)C(Cc1ccsc1)c1ccc(N2CCCCC2=O)cc1
BENZO_341,O=C(Nc1nnn2ccccc12)C(Cc1ccccc1)c1ccc(N2CCCCC2=O)cc1
BENZO_342,O=C(Nc1nnn2ccccc12)C(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2=O)cc1
BENZO_343,O=C(Nc1nnn2ccccc12)C(Cc1ccoc1)c1ccc(N2CCCCC2=O)cc1
BENZO_344,Cn1ccc(CC(C(=O)Nc2nnn3ccccc23)c2ccc(N3CCCCC3=O)cc2)c1
BENZO_345,O=C(Nc1nnn2ccccc12)C(Cc1ccsc1)c1ccc(N2CCOCC2)cc1
BENZO_346,O=C(Nc1nnn2ccccc12)C(Cc1ccccc1)c1ccc(N2CCOCC2)cc1
BENZO_347,O=C(Nc1nnn2ccccc12)C(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1
BENZO_348,O=C(Nc1nnn2ccccc12)C(Cc1ccoc1)c1ccc(N2CCOCC2)cc1
BENZO_349,Cn1ccc(CC(C(=O)Nc2nnn3ccccc23)c2ccc(N3CCOCC3)cc2)c1
BENZO_350,CN(C)c1ccc(C(Cc2ccsc2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_351,CN(C)c1ccc(C(Cc2ccccc2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_352,CN(C)c1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_353,CN(C)c1ccc(C(Cc2ccoc2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_354,CN(C)c1ccc(C(Cc2ccn(C)c2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_355,CCC(=O)Nc1ccc(C(Cc2ccsc2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_356,CCC(=O)Nc1ccc(C(Cc2ccccc2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_357,CCC(=O)Nc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_358,CCC(=O)Nc1ccc(C(Cc2ccoc2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_359,CCC(=O)Nc1ccc(C(Cc2ccn(C)c2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_360,O=C(Nc1c[nH]c2ccccc12)C(Cc1ccsc1)c1ccc(N2CCCCC2)cc1
BENZO_361,O=C(Nc1c[nH]c2ccccc12)C(Cc1ccccc1)c1ccc(N2CCCCC2)cc1
BENZO_362,O=C(Nc1c[nH]c2ccccc12)C(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1
BENZO_363,O=C(Nc1c[nH]c2ccccc12)C(Cc1ccoc1)c1ccc(N2CCCCC2)cc1
BENZO_364,Cn1ccc(CC(C(=O)Nc2c[nH]c3ccccc23)c2ccc(N3CCCCC3)cc2)c1
BENZO_365,Cc1ccc(C(Cc2ccsc2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_366,Cc1ccc(C(Cc2ccccc2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_367,Cc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_368,Cc1ccc(C(Cc2ccoc2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_369,Cc1ccc(C(Cc2ccn(C)c2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_370,COc1ccc(C(Cc2ccsc2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_371,COc1ccc(C(Cc2ccccc2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_372,COc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_373,COc1ccc(C(Cc2ccoc2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_374,COc1ccc(C(Cc2ccn(C)c2)C(=O)Nc2c[nH]c3ccccc23)cc1
BENZO_375,O=C(Nc1c[nH]c2ccccc12)C(Cc1ccsc1)c1ccc(N2CCCCC2=O)cc1
BENZO_376,O=C(Nc1c[nH]c2ccccc12)C(Cc1ccccc1)c1ccc(N2CCCCC2=O)cc1
BENZO_377,O=C(Nc1c[nH]c2ccccc12)C(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2=O)cc1
BENZO_378,O=C(Nc1c[nH]c2ccccc12)C(Cc1ccoc1)c1ccc(N2CCCCC2=O)cc1
BENZO_379,Cn1ccc(CC(C(=O)Nc2c[nH]c3ccccc23)c2ccc(N3CCCCC3=O)cc2)c1
BENZO_380,O=C(Nc1c[nH]c2ccccc12)C(Cc1ccsc1)c1ccc(N2CCOCC2)cc1
BENZO_381,O=C(Nc1c[nH]c2ccccc12)C(Cc1ccccc1)c1ccc(N2CCOCC2)cc1
BENZO_382,O=C(Nc1c[nH]c2ccccc12)C(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1
BENZO_383,O=C(Nc1c[nH]c2ccccc12)C(Cc1ccoc1)c1ccc(N2CCOCC2)cc1
BENZO_384,Cn1ccc(CC(C(=O)Nc2c[nH]c3ccccc23)c2ccc(N3CCOCC3)cc2)c1
BENZO_385,CN(C)c1ccc(C(Cc2ccsc2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_386,CN(C)c1ccc(C(Cc2ccccc2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_387,CN(C)c1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_388,CN(C)c1ccc(C(Cc2ccoc2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_389,CN(C)c1ccc(C(Cc2ccn(C)c2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_390,CCC(=O)Nc1ccc(C(Cc2ccsc2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_391,CCC(=O)Nc1ccc(C(Cc2ccccc2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_392,CCC(=O)Nc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_393,CCC(=O)Nc1ccc(C(Cc2ccoc2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_394,CCC(=O)Nc1ccc(C(Cc2ccn(C)c2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_395,O=C(Nc1nnc2ccccn12)C(Cc1ccsc1)c1ccc(N2CCCCC2)cc1
BENZO_396,O=C(Nc1nnc2ccccn12)C(Cc1ccccc1)c1ccc(N2CCCCC2)cc1
BENZO_397,O=C(Nc1nnc2ccccn12)C(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1
BENZO_398,O=C(Nc1nnc2ccccn12)C(Cc1ccoc1)c1ccc(N2CCCCC2)cc1
BENZO_399,Cn1ccc(CC(C(=O)Nc2nnc3ccccn23)c2ccc(N3CCCCC3)cc2)c1
BENZO_400,Cc1ccc(C(Cc2ccsc2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_401,Cc1ccc(C(Cc2ccccc2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_402,Cc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_403,Cc1ccc(C(Cc2ccoc2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_404,Cc1ccc(C(Cc2ccn(C)c2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_405,COc1ccc(C(Cc2ccsc2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_406,COc1ccc(C(Cc2ccccc2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_407,COc1ccc(C(Cc2cccc(Cl)c2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_408,COc1ccc(C(Cc2ccoc2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_409,COc1ccc(C(Cc2ccn(C)c2)C(=O)Nc2nnc3ccccn23)cc1
BENZO_410,O=C(Nc1nnc2ccccn12)C(Cc1ccsc1)c1ccc(N2CCCCC2=O)cc1
BENZO_411,O=C(Nc1nnc2ccccn12)C(Cc1ccccc1)c1ccc(N2CCCCC2=O)cc1
BENZO_412,O=C(Nc1nnc2ccccn12)C(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2=O)cc1
BENZO_413,O=C(Nc1nnc2ccccn12)C(Cc1ccoc1)c1ccc(N2CCCCC2=O)cc1
BENZO_414,Cn1ccc(CC(C(=O)Nc2nnc3ccccn23)c2ccc(N3CCCCC3=O)cc2)c1
BENZO_415,O=C(Nc1nnc2ccccn12)C(Cc1ccsc1)c1ccc(N2CCOCC2)cc1
BENZO_416,O=C(Nc1nnc2ccccn12)C(Cc1ccccc1)c1ccc(N2CCOCC2)cc1
BENZO_417,O=C(Nc1nnc2ccccn12)C(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1
BENZO_418,O=C(Nc1nnc2ccccn12)C(Cc1ccoc1)c1ccc(N2CCOCC2)cc1
BENZO_419,Cn1ccc(CC(C(=O)Nc2nnc3ccccn23)c2ccc(N3CCOCC3)cc2)c1
BENZO_420,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_421,CN(C)c1ccc(N(Cc2ccccc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_422,CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_423,CN(C)c1ccc(N(Cc2ccoc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_424,CN(C)c1ccc(N(Cc2ccn(C)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_425,CCC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_426,CCC(=O)Nc1ccc(N(Cc2ccccc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_427,CCC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_428,CCC(=O)Nc1ccc(N(Cc2ccoc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_429,CCC(=O)Nc1ccc(N(Cc2ccn(C)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_430,O=C(Cn1nnc2ccccc21)N(Cc1ccsc1)c1ccc(N2CCCCC2)cc1
BENZO_431,O=C(Cn1nnc2ccccc21)N(Cc1ccccc1)c1ccc(N2CCCCC2)cc1
BENZO_432,O=C(Cn1nnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1
BENZO_433,O=C(Cn1nnc2ccccc21)N(Cc1ccoc1)c1ccc(N2CCCCC2)cc1
BENZO_434,Cn1ccc(CN(C(=O)Cn2nnc3ccccc32)c2ccc(N3CCCCC3)cc2)c1
BENZO_435,Cc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_436,Cc1ccc(N(Cc2ccccc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_437,Cc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_438,Cc1ccc(N(Cc2ccoc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_439,Cc1ccc(N(Cc2ccn(C)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_440,COc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_441,COc1ccc(N(Cc2ccccc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_442,COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_443,COc1ccc(N(Cc2ccoc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_444,COc1ccc(N(Cc2ccn(C)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_445,O=C1CCCCN1c1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_446,O=C1CCCCN1c1ccc(N(Cc2ccccc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_447,O=C1CCCCN1c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_448,O=C1CCCCN1c1ccc(N(Cc2ccoc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_449,Cn1ccc(CN(C(=O)Cn2nnc3ccccc32)c2ccc(N3CCCCC3=O)cc2)c1
BENZO_450,O=C(Cn1nnc2ccccc21)N(Cc1ccsc1)c1ccc(N2CCOCC2)cc1
BENZO_451,O=C(Cn1nnc2ccccc21)N(Cc1ccccc1)c1ccc(N2CCOCC2)cc1
BENZO_452,O=C(Cn1nnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1
BENZO_453,O=C(Cn1nnc2ccccc21)N(Cc1ccoc1)c1ccc(N2CCOCC2)cc1
BENZO_454,Cn1ccc(CN(C(=O)Cn2nnc3ccccc32)c2ccc(N3CCOCC3)cc2)c1
BENZO_455,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_456,CN(C)c1ccc(N(Cc2ccccc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_457,CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_458,CN(C)c1ccc(N(Cc2ccoc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_459,CN(C)c1ccc(N(Cc2ccn(C)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_460,CCC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_461,CCC(=O)Nc1ccc(N(Cc2ccccc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_462,CCC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_463,CCC(=O)Nc1ccc(N(Cc2ccoc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_464,CCC(=O)Nc1ccc(N(Cc2ccn(C)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_465,O=C(Cn1cnc2ccccc21)N(Cc1ccsc1)c1ccc(N2CCCCC2)cc1
BENZO_466,O=C(Cn1cnc2ccccc21)N(Cc1ccccc1)c1ccc(N2CCCCC2)cc1
BENZO_467,O=C(Cn1cnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1
BENZO_468,O=C(Cn1cnc2ccccc21)N(Cc1ccoc1)c1ccc(N2CCCCC2)cc1
BENZO_469,Cn1ccc(CN(C(=O)Cn2cnc3ccccc32)c2ccc(N3CCCCC3)cc2)c1
BENZO_470,Cc1ccc(N(Cc2ccsc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_471,Cc1ccc(N(Cc2ccccc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_472,Cc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_473,Cc1ccc(N(Cc2ccoc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_474,Cc1ccc(N(Cc2ccn(C)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_475,COc1ccc(N(Cc2ccsc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_476,COc1ccc(N(Cc2ccccc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_477,COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_478,COc1ccc(N(Cc2ccoc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_479,COc1ccc(N(Cc2ccn(C)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_480,O=C1CCCCN1c1ccc(N(Cc2ccsc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_481,O=C1CCCCN1c1ccc(N(Cc2ccccc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_482,O=C1CCCCN1c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_483,O=C1CCCCN1c1ccc(N(Cc2ccoc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_484,Cn1ccc(CN(C(=O)Cn2cnc3ccccc32)c2ccc(N3CCCCC3=O)cc2)c1
BENZO_485,O=C(Cn1cnc2ccccc21)N(Cc1ccsc1)c1ccc(N2CCOCC2)cc1
BENZO_486,O=C(Cn1cnc2ccccc21)N(Cc1ccccc1)c1ccc(N2CCOCC2)cc1
BENZO_487,O=C(Cn1cnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1
BENZO_488,O=C(Cn1cnc2ccccc21)N(Cc1ccoc1)c1ccc(N2CCOCC2)cc1
BENZO_489,Cn1ccc(CN(C(=O)Cn2cnc3ccccc32)c2ccc(N3CCOCC3)cc2)c1
BENZO_490,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_491,CN(C)c1ccc(N(Cc2ccccc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_492,CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_493,CN(C)c1ccc(N(Cc2ccoc2)C(=O)Cc2n[nH]c3ccccc23)cc1
